,contacts,lat,lon
176,"(49449) 5-97-53
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=42&Itemid=112",58.396888,45.47395
177,"(495) 276-40-27
 Телефон доверия: (495) 276-43-94, Отдел по связям с общественностью: (495) 276-40-11
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=41&Itemid=111",55.75628,37.743678
178,"mt-odo@regions.eais.customs.ru
 (495) 424-18-88
 (495) 424-97-27
 Телефон доверия: (495) 276-47-37, Информирование и консультирование по вопросам таможенного дела: (495) 276-47-40, (495) 276-47-97
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=34&Itemid=103",55.621755,37.510484
179,"mt-vyst-odo@regions.eais.customs.ru
 (495) 259-35-36
 (495) 259-35-36
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=34&Itemid=103",55.749243,37.545572
180,"mt-rail-odo@regions.eais.customs.ru
 (495) 363-18-99
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=34&Itemid=103",55.863848,37.527588
181,"mt-diplom@regions.eais.customs.ru
 (495) 393-17-66
 (495) 393-21-48
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=34&Itemid=103",55.613575,37.719154
182,"mt-avtoframos@regions.eais.customs.ru
 (495) 775-40-57
 (495) 775-40-56
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=34&Itemid=103",55.712431,37.713351
183,"mt-MPochtamt@regions.eais.customs.ru
 (495) 956-20-67
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=34&Itemid=103",55.688532,37.623411
184,"mt-msk@regions.eais.customs.ru
 (495) 393-78-71
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=34&Itemid=103",55.613575,37.719154
185,"mt-mih@regions.eais.customs.ru
 (495) 644-31-04
 (495) 644-31-04
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=34&Itemid=103",55.124454,37.939556
186,"ohr_zln@zln@zln.mtu.customs.ru
 (499) 720-86-29
 (499)732-22-10
 Телефон доверия: (499) 732-22-10, Информирование и консультирование по вопросам таможенного дела: (499) 731-28-45 (автоинформатор), (499) 720-86-40
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.977068,37.214974
187,"vach-zln@zln.mtu.customs.ru
 (495) 502-87-91
 (495) 502-87-91
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.920734,37.408085
188,"zln-vol2-insp@zln.mtu.customs.ru
 (495) 994-68-92
 (495) 783-33-25 (208)
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.915614,36.799971
189,"zln-mail-220@zln.mtu.customs.ru
 (495) 645-24-20
 (495) 229-49-06
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.908369,36.817021
190,"mot-dm-insp@mtu.customs.ru 
 (495) 993-76-90
 (495) 993-76-90
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.595242,37.448806
191,"zln-mail-130@ctu.customs.ru
 (495) 926-53-57  (доб.3271)
 (495) 926-53-99 (доб.3277)  
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.992447,35.957378
192,"mot-kash-insp@mtu.customs.ru
 (495) 644-45-96 
 (495) 644-45-90
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.474051,37.736761
193,"mot-kol-insp@mtu.customs.ru
 (496) 616-74-56 (доб. 217)
 (496) 616-74-56 (доб. 2201)
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.116124,38.730962
194,"mot-kras-insp@mtu.customs.ru
 (495) 602-94-27
 (495) 602-94-26
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",56.454727,38.08643
195,"zln-mail-320@zln.mtu.customs.ru
 (495) 781-77-69
 (495) 730-44-33
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.994894,37.344179
196,"mot-lob-insp@ctu.customs.ru
 (495) 589-93-26
 (495) 565-79-83
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",56.019264,37.461131
197,"mot-lit-insp@ctu.customs.ru
 (495) 555-11-63
 (495) 555-11-88
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.650963,37.962957
198,"zln-310-mail@zln.mtu.customs.ru
 (495) 660-49-32
 (495) 663-98-65
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.418727,37.547639
199,"mot-mam-insp@mtu.customs.ru
 (495) 229-50-22
 (495) 229-50-21 (5800)
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.97537,37.863702
200,"zln-mail-200@ctu.customs.ru
 (495) 780-69-31
 (495) 780-69-31
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.483862,36.068455
201,"mot-dubna@ctu.customs.ru
 (496) 219-10-43 
 (495) 993-76-90 
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",56.753212,37.165271
202,"mot-stup-insp@ctu.customs.ru
 (496) 649-93-46
 (496) 649-90-53
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",54.894937,38.06275
203,"zln-shod-insp@ctu.customs.ru
 (495) 651-92-23
 (495) 657-84-73 (2254)
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.972655,37.306692
204,"zln-mail-240@ctu.customs.ru
 (495) 669-61-34
 (495) 669-61-33
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.643658,36.977307
205,"mot-cher-insp@ctu.customs.ru
 (495) 660-66-94
 (495) 660-66-94
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.928814,38.402682
206,"zln-kiev-insp@ctu.customs.ru
 (495) 276-13-93
 (495) 276-13-92
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.539813,37.760252
207,"mot-mozh-ced@ctu.customs.ru
 (49638) 2-12-61
 (49638) 2-20-90
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.50339,36.03828
208,"mot-shhel-ced@ctu.customs.ru
 (496) 561-10-05
 (496) 561-10-01
 http://ctu.customs.ru/index.php?option=com_content&view=section&id=46&Itemid=284",55.597856,37.039462
209,"SZTU_email1@sztu.customs.ru
 (812) 275-43-70
 (812) 273-16-19
 Телефон доверия: (812) 275-03-38, Пресс-служба: (812) 458-32-12
 http://sztu.customs.ru/",59.948861,30.341991
210,"sztu.arh_edo@sztu.customs.ru
 (8181) 24-30-30
 (8182) 22-49-10
 Телефон доверия: (8182) 24-27-40
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=117",64.567214,40.539343
211,"(81850) 3-93-39
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=117",61.315335,47.159855
212,"(81852) 4-64-63
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=117",64.424356,40.812979
213,"(81839) 7-73-26
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=117",63.933993,38.037652
214,"(8184) 56-35-90
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=117",64.575687,39.845385
215,"(8182) 63-00-21
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=117",64.59547,40.712763
216,"(8182) 63-35-18
 (8182) 63-00-11
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=117",64.567214,40.539343
217,"odo_vybcu@sztu.customs.ru
 (81378) 5-92-27
 (81378) 5-92-27, (81378) 5-93-01
 Телефон доверия: (81378) 5-93-03; Приемная начальника: (81378) 5-92-28
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",60.714514,28.752243
218,"sve_vybcu@sztu. customs.ru
 (81378) 5-94-83
 (81378) 5-94-82
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",61.111193,28.87268
219,"buslovo_vybcu@sztu.customs.ru
 (81378) 5-94-41 
 (81378) 5-94-37 
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",60.18043,29.451716
220,"brus_vybcu@sztu.customs.ru
 (81378) 5-94-68
 (81378) 5-94-60
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",60.807124,28.721044
221,"torf_vybcu@sztu.customs.ru
 (81378) 5-94-29
 (81378) 5-94-21
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",60.593365,27.935027
222,"GushinVV@regions.customs.ru
 (81378) 5-92-98
 (81378) 5-92-95
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",60.711997,28.729515
223,"pass_vybcu@sztu.customs.ru
 (81278) 5-93-50 
 (81378) 5-94-35
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",60.715421,28.751254
224,"vyb_vybcu@sztu.customs.ru
 (81378) 5-26-93
 (81378) 5-26-89
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",60.697521,28.793718
225,"svetog_vybcu@sztu.customs.ru
 (81378) 5-94-08
 (81378) 5-94-08
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",61.107611,28.862241
226,"ptorf_vybcu@sztu.customs.ru
 (81378) 5-94-85
 (81378) 5-94-85
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",60.717648,28.788418
227,"prioz_vybcu@sztu.customs.ru
 (81379) 3-29-14
 (81379) 3-29-14
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=120",61.037648,30.14623
228,"odo_mt@sztu.customs.ru
 (8152) 23-16-36
 (8152) 28-22-28
 Телефон доверия: (8152) 23-70-20
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=125",68.949433,33.058443
229,"mt_kirovsk@sztu.customs.ru
 (8152) 28-23-80
 (8152) 28-23-58
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=125",67.615114,33.663674
230,"mt_port_odo@sztu.customs.ru
 (8152) 28-84-89
 (8152) 28-84-80
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=125",68.990122,33.062584
231,"mt_airport@sztu.customs.ru
 (8152) 28-23-75
 (8152) 28-23-73
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=125",68.815137,32.812457
232,"mt_bgleb@sztu.customs.ru
 (8152) 28-22-00
 (8152) 28-24-44
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=125",69.041506,29.646084
233,"mt_salla@sztu.customs.ru
 (8152) 28-22-15
 (8152) 28-23-25
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=125",66.981663,30.593708
234,"mt_lotta@customs.ru
 (8152) 28-22-93
 (8152) 28-24-57
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=125",68.878606,33.026247
235,"mt_mtp@sztu.customs.ru
 (8152) 28-23-52
 (8152) 28-23-50
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=125",68.949433,33.058443
236,"svc-psk-info@sztu.customs.ru
 (8112) 69-22-29
 (8112) 75-41-49
 Телефон доверия: (8112) 79-22-95
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",57.820645,28.347372
237,"(81148) 9-32-26
 (81148) 93-201
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",57.83586,27.622656
238,"(81147) 2-83-30
 (81147) 28-321
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",57.064953,27.911222
239,"(81148) 9-34-29
 (81148) 93-421
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",57.829224,27.603118
240,"(81147) 2-82-27
 (81147) 28-221
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",56.916954,27.876852
241,"(81148) 9-33-29
 (81148) 93-321
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",57.689852,27.565811
242,"(81147) 2-83-09
 (81147) 28-565
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",56.916949,27.876843
243,"(81148) 9-32-29
 (81148) 93-221
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",57.834581,27.617967
244,"(8112) 7-31-36
 (8112) 73-1230
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",57.794972,28.370333
245,"(81147) 2-84-29
 (81147) 28-421
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=127",57.126065,27.796237
246,"SPb_ODO@sztu.customs.ru
 (812) 777-93-29
 (812) 777-93-28
 Телефон доверия: (812) 640-64-69
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.937373,30.281508
247,"SPb_Volhov@sztu.eais.customs.ru
 (81363) 7-11-89
 (81363) 7-11-89
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.92639,32.293842
248,"SPb_Gatchina@sztu.customs.ru
 (812) 456-44-93
 (812) 456-44-91
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.468288,30.189834
249,"SPb_Кolpinskiy@sztu.eais.customs.ru
 (812) 640-79-07
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.801082,30.562761
250,"SPb_North@sztu.customs.ru
 (812) 591-52-50
 (812) 591-52-40
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",60.054783,30.379702
251,"SPb_Yuzhniy@sztu.customs.ru
 (812) 640-75-99
 (812) 640-75-91
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.807749,30.395468
252,"SPb_Vasilostrov@sztu.customs.ru
 (812) 321-26-82
 (812) 640-59-54
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.928374,30.236062
253,"Spb_Shushary@sztu.customs.ru
 (812) 380-33-28
 (812) 777-93-17
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.80722,30.379514
254,"SPb_Avtozavod@sztu.customs.ru
 (812) 385-48-61
 (812) 385-48-60, (812) 777-93-89
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",60.019041,30.645577
255,"spb_beloostrov@sztu.eais.customs.ru
 (812) 702-29-05
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.840573,30.005868
256,"Spb_Spbced@sztu.customs.ru
 (812) 242-10-81
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.807749,30.395468
257,"SPb_Vlg@regions.eais.customs.ru
 (8172) 76-47-29
 (8172) 51-99-39
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.191997,39.933348
258,"SPb_Chr_CED@regions.eais.customs.ru
 (8202) 51-25-57
 (8202) 29-16-99
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.155373,37.909615
259,"SPb_Vrk@regions.eais.customs.ru
 (82151) 6-13-32
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",67.490196,64.040474
260,"SPb_Vtg@regions.eais.customs.ru
 (81746) 2-16-67
 (81746) 2-18-98
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",61.006451,36.45005
261,"SPb_Vtg@regions.eais.customs.ru
 (82134) 4-62-34
 (82134) 4-92-48
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",62.088999,49.587282
262,"SPb_Nvg@regions.eais.customs.ru
 (8162) 98-32-79
 (8162) 98-32-21
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",58.573136,31.263941
263,"SPb_NvgCED@regions.eais.customs.ru
 (8162) 98-32-99
 (8162) 98-32-88
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",58.573136,31.263941
264,"SPb_Stkv@regions.eais.customs.ru
 (8212) 20-55-14
 (8212) 25-74-01
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",61.672759,50.836569
265,"SPb_Uht@regions.eais.customs.ru
 (8216) 75-11-48
 (8216) 75-10-06
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",63.562746,53.730007
266,"SPb_Chr@regions.eais.customs.ru
 (8202) 51-25-57
 (8202) 29-16-99
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.155373,37.909615
267,"SPb_Chd@regions.eais.customs.ru
 (81665) 5-83-76
 (81665) 5-50-39
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.123716,31.681083
268,"SPb_Ezh@regions.eais.customs.ru
 (8212) 69-90-32
 (8212) 69-83-11
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",61.815185,50.734224
269,"(812) 334-76-95
 (812) 334-76-92
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",60.101966,30.244731
270,"(812) 748-13-48
 (812) 748-13-48
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",59.782343,30.42177
271,"(812) 748-14-24
 (812) 748-14-24
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=129",60.217776,30.676991
272,"szot_odo@sztu.customs.ru
 (812) 640-62-29
 (812) 640-62-27
 Телефон доверия: (812) 430-99-78
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=32&Itemid=131",59.9844,30.262382
273,"E-mail: ODO_Balcu@sztu.customs.ru
 (812) 713-99-40
 (812) 640-37-28
 Телефон доверия: (812) 640-37-02
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=118",59.902655,30.216865
274,"(812) 439-13-89
 (812) 439-06-39
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=118",59.995386,29.700702
275,"(812) 416-33-79
 (812) 416-33-67
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=118",59.941425,30.248045
276,"(812) 640-37-70
 (812) 335-79-28
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=118",59.939095,30.315868
277,"(812) 332-64-58
 (812) 332-64-58
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=118",59.897009,30.222704
278,"(812) 335-71-00
 (812) 324-57-79
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=118",59.976846,29.789842
279,"(812) 661-12-34
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=19&Itemid=118",59.927996,29.684981
280,"kin-odo@sztu.customs.ru
 (81375) 9-72-29
 (81375) 9-72-28
 Оперативный дежурный: (81375) 2-59-09; Телефон доверия: (81375) 9-72-65
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=124",59.371351,28.61162
281,"(81375) 5-40-70
 (812) 436-48-48
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=124",59.367862,28.233933
282,"(81375) 5-40-55, (81375) 9-74-29
 (81375) 9-74-21 
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=124",59.376793,28.208726
283,"(81375) 9-10-53 
 (81375) 9-74-50
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=124",59.656608,28.257972
284,"(81375) 2-65-79
 (81375) 9-74-05
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=124",59.369274,28.627107
285,"pulkovoodo@sztu.customs.ru
 (812) 777-35-73
 (812) 777-35-27
 Приемная начальника: (812) 777-35-28; Дежурная служба: (812) 777-35-27; Телефон доверия: (812) 777-35-79
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=128",59.809152,30.314916
286,"(812) 777-34-67
 (812) 777-34-85
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=128",59.809152,30.314916
287,"(812) 777-34-19
 (812) 777-34-21
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=128",59.799851,30.270863
288,"(812) 777-34-52
 (812) 331-32-92
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=128",59.791648,30.323567
289,"sebezh_cust@ellink.ru
 (81140) 3-56-86
 (81140) 2-14-35
 Дежурная служба: (81140) 2-14-35; Телефон доверия: (81140) 2-12-83
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=130",56.287577,28.454774
290,"(81140) 2-12-52
 (81140) 2-28-86
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=130",56.354831,28.206184
291,"(81140) 2-19-91
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=130",56.305459,28.469291
292,http://sztu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=130,56.350572,28.268769
293,"(81153) 5-62-96
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=130",56.328698,30.526334
294,"(81140) 3-58-04
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=130",56.235916,29.122609
295,"odo_karelia@sztu.customs.ru
 (81420 78-14-25
 (8142) 78-37-00
 Приемная начальника: (8142) 78-37-00; Телефон доверия: (8142) 78-20-36; Оперативный дежурный: (8142) 71-11-27
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",61.790461,34.356894
296,"(81430) 4-41-44
 (81430) 4-41-01
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",62.167109,30.646206
297,"(81451) 7-26-52
 (81451) 7-26-52
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",62.207565,34.268491
298,"(81459) 9-71-29
 (81459) 9-71-21
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",64.589056,30.601676
299,"(81450) 2-22-16
 (81450) 2-22-88
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",61.521899,30.19897
300,"(81434) 5-68-35
 (81434) 5-68-32
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",62.903946,34.449493
301,"(8142) 71-11-99
 (8142) 71-11-54
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",61.790461,34.356894
302,"(81431) 4-35-45
 (81431) 4-35-66
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",63.737715,34.315877
303,"(81457) 5-30-67
 (81457) 5-30-67
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",62.085099,32.378813
304,"(8142) 71-11-20
 (8142) 71-11-81
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",61.864836,34.156696
305,"(81459) 9-72-49
 (81459) 9-72-47
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",64.587651,30.615762
306,"(81430) 4-41-29
 (81430) 4-41-21
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",61.703306,30.691723
307,"(81459) 5-26-85
 (81459) 9-72-21
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",64.589056,30.601676
308,"(8142) 71-09-96
 (8142) 71-79-14
 http://sztu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=123",65.764361,31.083119
309,"jtu_odo@jtu.customs.ru
 (863) 250-92-29
 (863) 240-54-84
 Телефон доверия: (863) 250-93-33, Информирование и консультирование в области таможенного дела: (863) 250-94-94 (автоинформатор), (863) 250-93-11, (863) 250-93-44, (863) 250-92-44
 http://yutu.customs.ru",47.213607,39.707871
310,"krt_odo_krd@jtu.customs.ru
 (861) 219-92-29
 (861) 268-59-08
 Телефон доверия: (861) 268-30-37
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",45.015639,38.979805
311,"krt_odo_eis@jtu.customs.ru
 (86132) 3-84-64
 (86132) 3-84-76
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",46.686011,38.26162
312,"krt_odo_kry@jtu.customs.ru
 (86146) 3-28-17
 (86146) 3-28-17
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",45.234587,38.157235
313,"krt_odo_air@jtu.customs.ru
 (861) 227-54-71
 (861) 227-54-71
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",45.03419,39.139229
314,"krt_odo_kav@jtu.customs.ru
 (86148) 6-07-99
 (86148) 6-08-30
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",45.330937,36.664415
315,"customs-temryk@yandex.ru
 (86148) 5-15-13
 (86148) 5-15-13
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",45.127499,36.712268
316,"krt_odo_tua@jtu.customs.ru
 (86167) 2-70-78
 (86167) 2-70-54
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",44.093141,39.079976
317,"krt_odo_ced@jtu.customs.ru
 (861) 219-91-70
 (861) 219-91-70
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",45.015639,38.979805
318,"krt_odo_prk@jtu.customs.ru
 (861) 201-95-28 
 (861) 201-95-21
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=143",45.077837,38.996073
319,"asttam@telplus.ru
 (8512 ) 32-15-29
 (8512) 32-15-27
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",46.313439,47.996941
320,"(8512) 32-16-01, (8512) 32-16-03
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",46.313825,47.99606
321,"(8512) 63-22-23; (8512) 63-22-21 
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",46.360819,48.037814
322,"(85141) 5-21-49, (8512) 32-15-89
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",48.292228,46.176837
323,"(8512) 64-12-21
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",46.287251,47.999887
324,"(8512) 31-13-21
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",45.786695,47.542797
325,"(8442) 99-16-27
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",48.510196,44.641059
326,"(8442) 25-42-21; (8442) 25-42-23
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",48.755398,44.440546
327,"(8442) 35-75-61
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",48.707103,44.516939
328,"(8443) 22-24-42
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",48.802626,44.793225
329,"(8512) 32-15-11
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=101",50.084813,43.242374
330,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (863) 218-02-38
 (863) 218-02-27
 Телефон доверия: (863) 254-71-06
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.279385,39.833195
331,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (86342) 4-04-82
 (86342) 6-21-37
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.061313,39.439347
332,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (86383) 2-68-09
 (86383) 2-68-09
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",48.169815,40.79194
333,"ROSTOV_ODO@JTU.CUSTOMS.RU
 (86392) 2-23-48
 (86392) 2-55-92
 http://yutu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=170",47.526305,42.147219
